industry_id,rank,symbol,name,weight,rs_score,rs_1m,rs_3m,rs_6m,rs_1y,ret_1y,chg_1w,chg_1m,chg_3m
specialty-chemicals,1,ESI,Element Solutions Inc,0.0164,47.92,12.2,21.9,72.9,85.3,106.5,-5.7,10.7,39.1
specialty-chemicals,2,CLMT,"Calumet, Inc.",0.0045,42.26,2.5,-5.4,73.9,106.1,127.3,7.8,0.9,11.8
specialty-chemicals,3,PRM,"Perimeter Solutions, Inc.",0.0077,36.85,2.3,36.2,9.2,113.9,135.1,-12.6,0.8,53.4
specialty-chemicals,4,PPG,"PPG Industries, Inc.",0.0391,2.42,8.7,0.1,10.3,-12.1,9.1,1.7,7.1,17.2
specialty-chemicals,5,LIN,Linde plc,0.3428,-1.32,3.7,-12.8,13.2,-10.9,10.4,-1.1,2.1,4.4
specialty-chemicals,6,IFF,International Flavors & Fragrances Inc.,0.0283,-3.27,0.1,-8.9,7.7,-14.7,6.5,0.7,-1.4,8.3
building-materials,1,JHX,James Hardie Industries plc,0.0827,13.05,16.6,29.5,18.3,-23.0,-1.7,7.8,15.0,46.6
agricultural-inputs,1,CTVA,"Corteva, Inc.",0.6476,-0.25,5.2,-15.2,16.5,-8.3,12.9,5.7,3.7,1.9
internet-content-information,1,NBIS,None,0.0111,139.54,16.9,141.9,178.7,200.0,221.3,-7.9,15.4,159.0
internet-content-information,2,MTCH,"Match Group, Inc.",0.0015,10.58,8.1,13.9,11.3,7.1,28.4,9.9,6.5,31.0
internet-content-information,3,PPLI,People Incorporated,0.0006,4.8,4.7,2.2,8.7,2.9,24.2,11.7,3.2,19.4
telecom-services,1,IRDM,Iridium Communications Inc.,0.0076,98.17,8.4,78.7,200.0,64.4,85.7,26.1,6.8,95.9
telecom-services,2,TIGO,Millicom International Cellular S.A.,0.0204,55.98,11.6,8.4,69.6,151.3,172.5,8.1,10.1,25.6
entertainment,1,LION,Lionsgate Studios Corp.,0.0059,67.97,11.2,52.9,67.7,147.8,169.0,2.8,9.6,70.1
entertainment,2,ROKU,"Roku, Inc.",0.0261,24.44,5.7,39.5,15.5,34.1,55.3,1.0,4.1,56.7
entertainment,3,SIRI,Sirius XM Holdings Inc.,0.0127,17.03,-0.6,12.1,36.8,12.3,33.5,4.7,-2.1,29.3
entertainment,4,CNK,"Cinemark Holdings, Inc.",0.0049,13.07,21.6,-0.2,37.1,-11.5,9.8,-2.7,20.0,16.9
entertainment,5,LYV,"Live Nation Entertainment, Inc.",0.0548,9.81,10.8,8.1,17.7,-0.6,20.7,7.0,9.3,25.3
advertising-agencies,1,MGNI,"Magnite, Inc.",0.0123,14.72,33.9,46.8,7.7,-42.1,-20.8,9.5,32.4,63.9
internet-retail,1,ETSY,"Etsy, Inc.",0.0026,37.37,20.8,51.2,34.4,37.6,58.8,9.8,19.3,68.4
internet-retail,2,EBAY,eBay Inc.,0.0171,15.92,0.6,9.1,23.9,29.5,50.7,5.6,-0.9,26.3
restaurants,1,CAKE,The Cheesecake Factory Incorporated,0.0078,29.87,25.0,30.3,47.2,7.9,29.2,3.2,23.5,47.5
restaurants,2,BROS,Dutch Bros Inc.,0.0194,14.48,28.3,36.4,3.9,-16.4,4.9,7.0,26.8,53.5
restaurants,3,SBUX,Starbucks Corporation,0.2342,6.05,4.8,3.4,16.7,-4.7,16.6,3.9,3.3,20.6
restaurants,4,EAT,"Brinker International, Inc.",0.0142,2.01,21.3,8.2,3.1,-28.3,-7.0,1.9,19.7,25.4
restaurants,5,TXRH,"Texas Roadhouse, Inc.",0.0252,1.96,9.5,4.4,6.6,-16.1,5.2,7.8,7.9,21.5
travel-services,1,VIK,None,0.101,39.8,15.2,35.9,36.2,75.7,96.9,4.9,13.7,53.0
travel-services,2,GBTG,"Global Business Travel Group, Inc.",0.0106,27.34,0.3,59.0,13.4,27.8,49.0,0.0,-1.3,76.2
travel-services,3,RCL,Royal Caribbean Cruises Ltd.,0.1859,2.66,16.4,6.3,2.9,-16.9,4.4,3.9,14.9,23.4
auto-parts,1,GTX,Garrett Motion Inc.,0.0229,94.08,7.2,80.8,94.6,200.0,221.3,1.7,5.6,98.0
auto-parts,2,BWA,BorgWarner Inc.,0.0472,27.23,-5.8,4.6,37.9,78.2,99.4,-8.9,-7.4,21.8
auto-parts,3,AAP,"Advance Auto Parts, Inc.",0.013,17.61,4.5,2.9,43.5,13.9,35.2,11.2,3.0,20.0
apparel-retail,1,VSXY,None,0.0225,90.66,46.6,86.4,51.4,200.0,221.3,7.3,45.1,103.6
lodging,1,MAR,"Marriott International, Inc.",0.4818,6.97,-1.3,1.1,11.5,17.2,38.4,-2.4,-2.8,18.3
lodging,2,HLT,Hilton Worldwide Holdings Inc.,0.369,1.25,0.1,-4.0,5.6,3.9,25.1,-3.0,-1.5,13.1
lodging,3,WH,"Wyndham Hotels & Resorts, Inc.",0.0316,-1.28,7.1,-7.4,6.6,-12.2,9.0,5.7,5.5,9.8
specialty-retail,1,WSM,"Williams-Sonoma, Inc.",0.1539,21.3,18.4,20.4,19.8,27.9,49.2,6.2,16.8,37.6
specialty-retail,2,BBWI,"Bath & Body Works, Inc.",0.0258,7.09,18.3,24.3,13.6,-39.7,-18.4,19.7,16.7,41.5
specialty-retail,3,BBY,"Best Buy Co., Inc.",0.089,5.85,6.8,7.8,6.6,0.8,22.1,2.1,5.3,24.9
specialty-retail,4,DKS,"DICK'S Sporting Goods, Inc.",0.1132,3.8,4.8,6.2,4.0,-1.1,20.2,-2.6,3.2,23.4
residential-construction,1,TOL,"Toll Brothers, Inc.",0.0867,14.89,20.9,8.8,10.7,24.3,45.6,8.5,19.4,26.0
residential-construction,2,TMHC,Taylor Morrison Home Corporation,0.0371,10.12,23.8,8.0,12.8,-4.4,16.9,0.3,22.2,25.2
residential-construction,3,PHM,"PulteGroup, Inc.",0.1478,9.33,18.7,3.4,8.2,10.6,31.8,9.8,17.1,20.6
residential-construction,4,KBH,KB Home,0.0216,8.22,29.0,6.5,2.2,-0.9,20.3,19.3,27.4,23.7
residential-construction,5,DHI,"D.R. Horton, Inc.",0.2619,7.29,13.3,5.6,4.8,7.6,28.9,5.3,11.8,22.8
packaging-containers,1,REYN,Reynolds Consumer Products Inc.,0.0367,14.54,24.3,14.1,11.2,10.5,31.8,13.9,22.7,31.2
packaging-containers,2,SON,Sonoco Products Company,0.0353,9.08,14.1,-11.3,23.8,12.5,33.8,10.4,12.5,5.9
packaging-containers,3,SW,Smurfit Westrock Plc,0.1553,5.72,14.1,1.3,15.6,-11.0,10.3,1.7,12.6,18.5
packaging-containers,4,BALL,Ball Corporation,0.1059,0.45,12.2,-12.1,11.5,-9.1,12.2,6.6,10.7,5.0
auto-truck-dealerships,1,KMX,"CarMax, Inc.",0.0618,8.29,22.6,12.9,27.8,-42.2,-20.9,1.4,21.1,30.1
auto-truck-dealerships,2,VVV,Valvoline Inc.,0.0414,7.53,17.6,1.5,22.9,-16.5,4.7,5.6,16.0,18.7
footwear-accessories,1,CROX,"Crocs, Inc.",0.0582,23.18,7.2,40.4,30.4,2.5,23.7,1.2,5.7,57.6
resorts-casinos,1,PENN,"PENN Entertainment, Inc.",0.0329,29.19,15.0,43.0,42.8,2.2,23.4,5.9,13.5,60.2
resorts-casinos,2,MGM,MGM Resorts International,0.1416,21.82,17.3,19.7,26.1,23.2,44.5,6.7,15.7,36.8
resorts-casinos,3,HGV,Hilton Grand Vacations Inc.,0.047,13.54,5.0,24.8,11.5,8.2,29.5,3.3,3.5,42.0
resorts-casinos,4,CZR,"Caesars Entertainment, Inc.",0.0677,1.18,4.1,-1.8,13.8,-16.2,5.0,1.8,2.5,15.4
leisure,1,CALY,Callaway Golf Company,0.0458,51.9,23.5,25.1,53.9,117.4,138.6,6.6,22.0,42.3
leisure,2,LTH,"Life Time Group Holdings, Inc.",0.1221,34.66,25.1,42.1,46.8,14.9,36.2,10.6,23.6,59.2
leisure,3,PRKS,United Parks & Resorts Inc.,0.0292,18.61,20.9,39.8,23.2,-22.3,-1.0,1.4,19.3,57.0
leisure,4,YETI,"YETI Holdings, Inc.",0.0505,17.69,9.1,24.1,3.4,38.1,59.4,4.8,7.5,41.2
apparel-manufacturing,1,LEVI,Levi Strauss & Co.,0.1534,11.93,4.8,17.7,9.1,14.6,35.9,3.7,3.2,34.9
furnishings-fixtures-appliances,1,SN,"SharkNinja, Inc.",0.3093,24.53,24.1,26.2,21.8,26.6,47.9,5.6,22.5,43.4
gambling,1,RSI,"Rush Street Interactive, Inc.",0.0628,48.01,20.3,32.1,55.1,88.9,110.2,2.6,18.8,49.3
gambling,2,SGHC,Super Group (SGHC) Limited,0.1363,10.48,9.9,15.4,9.3,5.4,26.7,0.4,8.4,32.6
luxury-goods,1,TPR,"Tapestry, Inc.",0.774,8.28,2.6,-11.3,5.3,47.8,69.1,-1.8,1.1,5.9
department-stores,1,M,"Macy's, Inc.",0.3238,28.76,11.3,20.2,3.8,96.5,117.7,-0.8,9.8,37.4
discount-stores,1,TGT,Target Corporation,0.0414,13.98,5.6,-4.4,33.6,20.4,41.7,3.2,4.1,12.8
beverages-non-alcoholic,1,COCO,"The Vita Coco Company, Inc.",0.0057,34.53,-4.7,37.3,27.9,79.7,100.9,-12.5,-6.3,54.4
beverages-non-alcoholic,2,MNST,Monster Beverage Corporation,0.1321,20.52,12.5,18.8,18.2,34.6,55.9,5.0,11.0,35.9
beverages-non-alcoholic,3,PRMB,Primo Brands Corporation,0.0124,12.02,1.6,19.2,43.7,-35.9,-14.6,5.2,0.1,36.3
beverages-non-alcoholic,4,KDP,Keurig Dr Pepper Inc.,0.063,7.31,13.9,11.5,14.7,-16.5,4.7,9.3,12.3,28.6
beverages-non-alcoholic,5,KO,The Coca-Cola Company,0.4918,2.05,5.0,-7.3,11.6,-1.1,20.1,3.9,3.4,9.9
household-personal-products,1,CL,Colgate-Palmolive Company,0.1291,-2.4,2.4,-6.9,8.7,-17.0,4.2,4.2,0.8,10.3
household-personal-products,2,KVUE,Kenvue Inc.,0.0639,-3.69,9.7,-7.0,5.5,-25.9,-4.6,6.8,8.1,10.2
household-personal-products,3,KMB,Kimberly-Clark Corporation,0.0637,-3.97,12.8,-4.2,3.7,-31.8,-10.6,9.4,11.3,12.9
household-personal-products,4,CHD,"Church & Dwight Co., Inc.",0.0405,-5.06,1.8,-13.4,7.4,-18.1,3.2,4.4,0.3,3.7
tobacco,1,MO,"Altria Group, Inc.",0.2996,9.89,6.0,-4.1,24.0,13.6,34.9,6.5,4.4,13.1
tobacco,2,PM,Philip Morris International Inc.,0.6905,-1.55,4.8,-4.4,7.5,-17.2,4.0,6.5,3.3,12.7
packaged-foods,1,SJM,The J. M. Smucker Company,0.0588,8.05,12.7,5.9,11.4,1.7,22.9,8.1,11.1,23.0
packaged-foods,2,HRL,Hormel Foods Corporation,0.0688,-2.89,13.1,-1.5,3.1,-29.9,-8.7,9.1,11.5,15.7
food-distribution,1,PFGC,Performance Food Group Company,0.194,15.05,17.4,18.5,15.0,7.5,28.8,9.8,15.9,35.7
food-distribution,2,USFD,US Foods Holding Corp.,0.2473,14.45,27.8,-4.4,26.2,11.8,33.0,10.4,26.2,12.7
food-distribution,3,SYY,Sysco Corporation,0.4372,-1.82,11.4,-14.4,6.1,-8.0,13.3,7.0,9.9,2.7
education-training-services,1,UTI,"Universal Technical Institute, Inc.",0.0615,12.99,7.5,-6.0,43.8,0.8,22.0,3.3,5.9,11.2
oil-gas-midstream,1,TRGP,Targa Resources Corp.,0.0814,18.58,5.1,-8.2,41.3,38.2,59.4,2.6,3.5,9.0
oil-gas-midstream,2,KNTK,Kinetik Holdings Inc.,0.0051,8.01,7.5,-13.7,35.6,-0.4,20.9,5.1,6.0,3.5
oil-gas-midstream,3,PAGP,"Plains GP Holdings, L.P.",0.0067,4.72,-0.9,-16.9,24.6,12.9,34.2,3.2,-2.4,0.2
oil-gas-midstream,4,AM,Antero Midstream Corporation,0.0151,4.26,9.3,-17.8,22.5,5.0,26.2,4.3,7.8,-0.7
oil-gas-midstream,5,WMB,"The Williams Companies, Inc.",0.1284,3.13,4.9,-14.4,20.2,2.0,23.3,0.1,3.4,2.8
oil-gas-midstream,6,OKE,"ONEOK, Inc.",0.0782,-2.18,3.5,-21.6,16.4,-6.6,14.7,2.8,2.0,-4.4
oil-gas-midstream,7,KMI,"Kinder Morgan, Inc.",0.1004,-3.38,2.7,-21.5,13.0,-6.9,14.3,0.1,1.1,-4.3
oil-gas-refining-marketing,1,DK,"Delek US Holdings, Inc.",0.0114,47.54,17.7,-7.8,67.8,129.9,151.1,20.3,16.2,9.3
oil-gas-refining-marketing,2,PBF,PBF Energy Inc.,0.0199,36.86,18.1,-25.9,69.7,100.4,121.7,18.2,16.6,-8.8
oil-gas-refining-marketing,3,VLO,Valero Energy Corporation,0.2862,31.6,10.3,-11.9,55.8,81.9,103.2,9.2,8.8,5.2
oil-gas-refining-marketing,4,DINO,HF Sinclair Corporation,0.0462,25.22,5.3,-5.3,47.5,57.6,78.8,7.5,3.7,11.9
oil-gas-refining-marketing,5,MPC,Marathon Petroleum Corporation,0.2739,19.31,4.7,-13.9,49.9,37.8,59.1,4.8,3.1,3.3
oil-gas-refining-marketing,6,PSX,Phillips 66,0.2526,7.64,0.0,-24.0,29.7,29.6,50.9,3.3,-1.5,-6.9
oil-gas-equipment-services,1,NESR,National Energy Services Reunited Corp.,0.0111,72.71,18.9,15.3,81.1,200.0,221.3,13.7,17.3,32.5
oil-gas-equipment-services,2,SEI,"Solaris Energy Infrastructure, Inc.",0.0179,62.45,17.2,20.2,68.7,161.8,183.0,-3.5,15.6,37.3
oil-gas-equipment-services,3,KGS,"Kodiak Gas Services, Inc.",0.029,55.83,9.7,11.0,98.2,105.8,127.0,5.2,8.1,28.2
oil-gas-equipment-services,4,WTTR,"Select Water Solutions, Inc.",0.0094,50.24,9.8,9.1,77.6,111.4,132.7,6.2,8.2,26.3
oil-gas-equipment-services,5,OII,"Oceaneering International, Inc.",0.0152,28.79,4.8,-8.4,54.8,69.5,90.8,9.2,3.2,8.8
oil-gas-equipment-services,6,AROC,"Archrock, Inc.",0.0273,27.52,18.5,-2.6,50.9,46.7,67.9,6.2,16.9,14.6
banks-diversified,1,TD,The Toronto-Dominion Bank,0.0805,21.46,7.7,15.6,20.4,45.6,66.8,0.6,6.2,32.7
banks-diversified,2,C,Citigroup Inc.,0.0984,21.15,15.8,16.2,10.5,49.9,71.2,-2.2,14.3,33.3
banks-diversified,3,RY,Royal Bank of Canada,0.1152,17.07,10.0,13.2,12.5,36.8,58.1,1.0,8.4,30.3
banks-diversified,4,BNY,The Bank of New York Mellon Corporation,0.04,15.73,3.9,8.8,14.8,39.5,60.8,-1.8,2.3,25.9
asset-management,1,BEN,"Franklin Resources, Inc.",0.0156,26.88,8.9,32.3,34.6,25.2,46.5,-1.3,7.3,49.4
asset-management,2,STT,State Street Corporation,0.0425,24.11,9.5,22.7,22.5,43.3,64.5,-2.0,8.0,39.8
asset-management,3,NTRS,Northern Trust Corporation,0.0292,14.36,5.9,13.0,17.7,19.8,41.1,-0.4,4.4,30.2
asset-management,4,PFG,"Principal Financial Group, Inc.",0.0212,12.7,7.4,8.5,15.3,20.4,41.6,-2.4,5.9,25.7
asset-management,5,TROW,"T. Rowe Price Group, Inc.",0.0221,8.77,13.3,13.7,4.3,3.5,24.7,5.9,11.8,30.9
asset-management,6,DBRG,"DigitalBridge Group, Inc.",0.0026,4.95,2.2,-14.4,8.3,31.7,53.0,0.5,0.6,2.8
capital-markets,1,HUT,Hut 8 Corp.,0.0113,113.88,-3.3,132.3,116.1,200.0,221.3,-2.3,-4.8,149.5
capital-markets,2,WULF,TeraWulf Inc.,0.0108,86.05,-1.6,54.6,99.9,200.0,221.3,-9.6,-3.1,71.8
capital-markets,3,RIOT,"Riot Platforms, Inc.",0.0089,82.51,1.6,99.6,91.5,124.3,145.6,-3.1,0.0,116.8
capital-markets,4,VIRT,"Virtu Financial, Inc.",0.0043,32.47,21.3,20.3,66.1,11.6,32.8,-6.4,19.7,37.4
capital-markets,5,MRX,Marex Group plc,0.0036,27.69,15.3,20.4,41.4,30.4,51.7,-9.7,13.8,37.6
capital-markets,6,CLSK,"CleanSpark, Inc.",0.0034,27.05,-13.7,60.3,26.9,18.1,39.3,-11.9,-15.3,77.5
capital-markets,7,IBKR,"Interactive Brokers Group, Inc.",0.0334,23.21,7.8,20.4,26.1,38.6,59.9,-8.9,6.2,37.5
capital-markets,8,MARA,"MARA Holdings, Inc.",0.0046,21.2,1.3,57.8,33.2,-31.8,-10.5,-5.5,-0.3,74.9
capital-markets,9,MS,Morgan Stanley,0.2841,15.77,5.4,17.2,9.9,32.7,53.9,-6.8,3.9,34.4
capital-markets,10,GS,"The Goldman Sachs Group, Inc.",0.2561,10.49,3.2,10.5,5.2,25.8,47.1,-7.8,1.6,27.6
capital-markets,11,ETOR,eToro Group Ltd.,0.0028,-2.81,3.5,23.0,5.4,-60.1,-38.8,6.2,2.0,40.2
banks-regional,1,VLY,Valley National Bancorp,0.0069,18.61,9.1,6.4,17.0,48.9,70.1,2.9,7.6,23.5
banks-regional,2,CFG,"Citizens Financial Group, Inc.",0.0254,16.24,14.4,5.6,11.4,41.2,62.5,3.6,12.9,22.8
banks-regional,3,FITB,Fifth Third Bancorp,0.0438,14.19,15.4,11.5,11.9,20.5,41.7,5.9,13.8,28.6
banks-regional,4,FULT,Fulton Financial Corporation,0.0039,12.5,13.5,6.7,14.0,17.9,39.2,4.8,12.0,23.9
banks-regional,5,ZION,"Zions Bancorporation, National Association",0.0087,11.99,13.2,9.3,10.6,16.9,38.2,3.6,11.7,26.4
banks-regional,6,EBC,"Eastern Bankshares, Inc.",0.004,11.6,13.7,-0.2,11.4,27.5,48.8,6.4,12.2,17.0
banks-regional,7,AUB,Atlantic Union Bankshares Corporation,0.0051,11.25,13.6,5.5,9.9,19.6,40.8,6.7,12.0,22.7
banks-regional,8,ASB,Associated Banc-Corp,0.005,10.73,13.9,8.6,11.0,10.4,31.7,5.5,12.4,25.7
banks-regional,9,PNC,"The PNC Financial Services Group, Inc.",0.0843,10.41,13.8,5.7,9.5,15.5,36.8,5.1,12.3,22.8
banks-regional,10,COLB,"Columbia Banking System, Inc.",0.0079,9.97,10.8,4.2,6.7,22.8,44.0,3.6,9.3,21.3
banks-regional,11,USB,U.S. Bancorp,0.0812,9.63,14.1,4.6,5.9,18.4,39.6,4.4,12.5,21.8
banks-regional,12,KEY,KeyCorp,0.0213,7.72,11.1,3.0,3.8,17.3,38.5,1.4,9.6,20.2
banks-regional,13,MTB,M&T Bank Corporation,0.0298,7.49,13.9,2.7,9.1,5.7,27.0,5.0,12.4,19.9
banks-regional,14,WBS,Webster Financial Corporation,0.0105,7.44,6.2,-4.9,11.2,21.5,42.8,-0.1,4.6,12.3
banks-regional,15,FLG,"Flagstar Bank, National Association",0.0053,7.37,7.2,-2.4,8.7,20.3,41.6,-0.5,5.7,14.7
banks-regional,16,RF,Regions Financial Corporation,0.022,7.09,11.4,4.3,3.4,12.6,33.9,5.3,9.8,21.5
banks-regional,17,FNB,F.N.B. Corporation,0.0058,6.55,11.5,2.2,2.6,14.1,35.4,4.4,10.0,19.4
banks-regional,18,GBCI,"Glacier Bancorp, Inc.",0.0058,5.45,10.3,3.1,6.3,2.8,24.1,6.1,8.7,20.3
banks-regional,19,ONB,Old National Bancorp,0.0085,5.27,9.7,4.0,5.4,2.6,23.9,3.2,8.2,21.1
banks-regional,20,OZK,Bank OZK,0.0048,1.26,8.3,-0.0,3.7,-7.4,13.9,3.6,6.7,17.1
banks-regional,21,CBSH,"Commerce Bancshares, Inc.",0.0072,0.67,13.8,4.3,2.8,-21.2,0.1,5.5,12.3,21.5
insurance-property-casualty,1,ALL,The Allstate Corporation,0.1003,7.32,18.6,2.5,8.8,1.1,22.3,8.5,17.1,19.7
insurance-property-casualty,2,TRV,"The Travelers Companies, Inc.",0.1139,5.59,14.8,-0.3,5.9,4.8,26.0,6.8,13.2,16.8
insurance-property-casualty,3,CB,Chubb Limited,0.2149,-0.39,10.4,-9.2,2.3,-2.1,19.2,5.6,8.9,7.9
insurance-life,1,UNM,Unum Group,0.064,4.59,10.3,6.6,6.9,-7.6,13.7,-1.0,8.8,23.7
financial-conglomerates,1,VOYA,"Voya Financial, Inc.",0.4111,15.42,15.0,20.9,13.9,10.0,31.2,-1.6,13.5,38.0
drug-manufacturers-general,1,OGN,Organon & Co.,0.0011,64.35,3.0,115.2,84.0,20.0,41.2,1.1,1.5,132.4
drug-manufacturers-general,2,LLY,Eli Lilly and Company,0.35,18.61,10.7,23.1,6.7,37.6,58.9,11.6,9.2,40.3
drug-manufacturers-general,3,BIIB,Biogen Inc.,0.0102,17.3,11.9,0.7,15.0,51.2,72.5,8.5,10.3,17.8
drug-manufacturers-general,4,JNJ,Johnson & Johnson,0.1986,15.81,13.6,-9.0,17.9,52.2,73.5,11.8,12.0,8.1
drug-manufacturers-general,5,MRK,"Merck & Co., Inc.",0.102,13.73,10.2,-8.2,15.4,47.6,68.9,12.0,8.7,8.9
drug-manufacturers-general,6,ABBV,AbbVie Inc.,0.1434,10.56,17.9,5.3,4.5,20.2,41.5,10.6,16.3,22.5
biotechnology,1,DFTX,"Definium Therapeutics, Inc.",0.0058,162.92,99.8,143.2,200.0,200.0,221.3,26.9,98.3,160.3
biotechnology,2,ORKA,"Oruka Therapeutics, Inc.",0.0053,133.46,61.1,90.8,180.0,200.0,221.3,8.3,59.5,107.9
biotechnology,3,TNGX,"Tango Therapeutics, Inc.",0.005,128.44,64.3,51.9,200.0,200.0,221.3,14.2,62.8,69.1
biotechnology,4,SYRE,"Spyre Therapeutics, Inc.",0.0074,116.81,26.6,73.4,164.9,200.0,221.3,-10.1,25.0,90.6
biotechnology,5,ERAS,"Erasca, Inc.",0.0054,111.8,51.5,5.0,200.0,200.0,221.3,21.3,49.9,22.2
biotechnology,6,RVMD,"Revolution Medicines, Inc.",0.0386,111.34,26.1,91.1,129.3,200.0,221.3,16.2,24.6,108.2
biotechnology,7,IBRX,"ImmunityBio, Inc.",0.0087,103.53,15.2,1.7,200.0,200.0,221.3,21.5,13.6,18.8
biotechnology,8,APGE,"Apogee Therapeutics, Inc.",0.0094,85.75,72.0,53.2,61.9,184.1,205.3,0.0,70.4,70.4
biotechnology,9,TVTX,"Travere Therapeutics, Inc.",0.0051,84.81,23.6,96.8,36.8,200.0,221.3,5.8,22.1,113.9
biotechnology,10,MRNA,"Moderna, Inc.",0.0261,74.41,48.1,23.5,104.9,131.4,152.6,17.4,46.5,40.6
biotechnology,11,ROIV,Roivant Sciences Ltd.,0.0235,59.01,17.8,13.8,46.5,186.9,208.2,11.1,16.2,31.0
biotechnology,12,CGON,"CG Oncology, Inc.",0.0061,58.87,23.0,-3.1,75.8,162.3,183.6,11.3,21.4,14.1
biotechnology,13,TGTX,"TG Therapeutics, Inc.",0.008,54.66,45.1,58.3,71.4,33.6,54.8,2.4,43.5,75.5
biotechnology,14,IMVT,"Immunovant, Inc.",0.0075,50.82,16.5,43.4,35.4,119.4,140.7,1.1,15.0,60.6
biotechnology,15,ARWR,"Arrowhead Pharmaceuticals, Inc.",0.0107,49.4,3.4,22.2,6.9,200.0,221.3,-1.8,1.8,39.3
biotechnology,16,MIRM,"Mirum Pharmaceuticals, Inc.",0.0071,49.0,25.0,21.9,44.4,120.4,141.7,14.1,23.5,39.1
biotechnology,17,CYTK,"Cytokinetics, Incorporated",0.0112,46.75,15.2,22.5,28.1,142.8,164.1,10.2,13.6,39.6
biotechnology,18,RPRX,Royalty Pharma plc,0.0239,23.04,6.3,6.6,39.0,40.6,61.9,6.6,4.8,23.7
biotechnology,19,XENE,Xenon Pharmaceuticals Inc.,0.0055,22.1,11.3,-6.8,25.7,70.8,92.1,9.7,9.7,10.4
biotechnology,20,TECH,Bio-Techne Corporation,0.0104,22.03,41.0,22.3,12.3,17.4,38.6,27.5,39.5,39.4
biotechnology,21,INCY,Incyte Corporation,0.0216,18.07,19.1,9.8,6.3,47.1,68.4,10.6,17.6,27.0
biotechnology,22,NUVL,"Nuvalent, Inc.",0.0092,16.89,14.6,10.6,8.9,40.6,61.9,0.1,13.0,27.8
biotechnology,23,SRRK,Scholar Rock Holding Corporation,0.0062,16.29,11.9,11.9,11.9,33.9,55.2,11.7,10.3,29.0
biotechnology,24,PCVX,"Vaxcyte, Inc.",0.0079,15.57,14.6,-8.6,13.2,56.3,77.5,10.8,13.0,8.6
biotechnology,25,HALO,"Halozyme Therapeutics, Inc.",0.0086,12.27,14.7,8.1,4.9,27.1,48.4,11.9,13.2,25.2
healthcare-plans,1,OSCR,"Oscar Health, Inc.",0.0114,80.87,33.4,147.2,89.4,16.1,37.4,3.2,31.9,164.4
healthcare-plans,2,HUM,Humana Inc.,0.0598,60.72,27.8,113.4,43.7,40.1,61.4,8.1,26.3,130.5
healthcare-plans,3,CNC,Centene Corporation,0.0408,43.27,11.1,84.5,53.9,-2.4,18.9,1.4,9.6,101.7
healthcare-plans,4,ALHC,"Alignment Healthcare, Inc.",0.0062,29.51,48.2,22.8,13.6,44.9,66.1,9.3,46.6,40.0
healthcare-plans,5,CVS,CVS Health Corporation,0.1693,26.63,13.0,31.9,25.2,34.4,55.7,2.3,11.4,49.1
healthcare-plans,6,UNH,UnitedHealth Group Incorporated,0.4884,26.12,11.9,45.8,22.0,16.9,38.2,3.2,10.4,63.0
healthcare-plans,7,MOH,"Molina Healthcare, Inc.",0.0153,23.24,30.5,54.1,32.5,-44.2,-22.9,16.3,28.9,71.3
healthcare-plans,8,PGNY,"Progyny, Inc.",0.0029,21.32,13.9,49.9,5.2,9.9,31.2,9.8,12.3,67.1
healthcare-plans,9,ELV,"Elevance Health, Inc.",0.1079,3.82,0.7,18.9,6.3,-19.4,1.9,-1.7,-0.8,36.0
diagnostics-research,1,TWST,Twist Bioscience Corporation,0.0084,124.65,44.0,103.7,185.0,146.1,167.4,15.5,42.5,120.9
diagnostics-research,2,GH,"Guardant Health, Inc.",0.0278,70.27,17.0,64.5,42.3,174.2,195.4,19.3,15.4,81.7
diagnostics-research,3,VCYT,"Veracyte, Inc.",0.0065,60.55,27.0,83.4,32.8,101.4,122.7,13.2,25.4,100.6
diagnostics-research,4,ADPT,Adaptive Biotechnologies Corporation,0.0047,43.67,42.4,55.3,20.4,62.4,83.7,23.2,40.9,72.4
diagnostics-research,5,ILMN,"Illumina, Inc.",0.0374,35.64,15.7,36.7,25.9,68.6,89.8,12.2,14.1,53.9
diagnostics-research,6,NTRA,"Natera, Inc.",0.0532,25.64,28.8,31.9,7.7,39.9,61.2,19.0,27.3,49.1
diagnostics-research,7,RVTY,"Revvity, Inc.",0.0169,7.89,11.4,15.5,7.2,-5.9,15.3,12.3,9.9,32.7
medical-devices,1,BFLY,"Butterfly Network, Inc.",0.0032,127.31,94.8,110.1,117.7,200.0,221.3,22.6,93.3,127.3
medical-devices,2,AXGN,"Axogen, Inc.",0.0032,58.91,12.2,25.8,29.1,200.0,221.3,-0.5,10.6,43.0
medical-devices,3,BRKR,Bruker Corporation,0.0124,30.13,11.4,60.1,16.5,24.4,45.6,5.6,9.9,77.2
medical-instruments-supplies,1,WRBY,Warby Parker Inc.,0.0094,18.15,18.6,30.9,6.5,16.0,37.3,11.6,17.1,48.1
medical-instruments-supplies,2,NVST,Envista Holdings Corporation,0.0111,8.82,15.7,-7.3,14.9,17.0,38.3,5.9,14.2,9.8
medical-instruments-supplies,3,BAX,Baxter International Inc.,0.0288,2.09,16.0,20.8,7.4,-47.9,-26.7,12.0,14.4,38.0
medical-care-facilities,1,LFST,"LifeStance Health Group, Inc.",0.0187,47.85,33.9,46.4,37.9,78.7,100.0,12.3,32.4,63.6
